Genes
CDK4
CDK6
CDKN1B
GADD45G
CRK
CTBP1
DDB2
GADD45A
AKT1
AKT2
MECOM
SHC2
GRB2
HDAC2
ARAF
KRAS
MDM2
GADD45B
NFKB1
NFKBIA
NRAS
POLK
PIK3CA
PIK3CD
PIK3R1
PIK3R2
MAPK1
MAPK3
MAP2K2
BAX
RB1
CCND1
SOS2
BRAF
STAT5B
TGFB1
TGFB3
TP53
PIK3R3
RUNX1
CBL
