Genes
CRH
GNA11
GNA12
GNAI3
GNAO1
GNAQ
GNAS
GNAZ
PLA2G4D
GRIA2
GRID2
GRM1
GUCY1A2
GUCY1A1
IGF1
IGF1R
ARAF
KRAS
NRAS
PLA2G4A
PLCB2
PLCB4
PPP2CA
PPP2CB
PRKCG
PRKG2
MAPK1
MAPK3
MAP2K2
BRAF
