Genes
CHIT1
GNPDA2
NANP
FCSK
GALK1
GALK2
CHIA
GMDS
HEXB
HK1
HK2
HK3
CYB5R1
PGM1
PGM3
PMM1
PMM2
NANS
CMAS
RENBP
GNPNAT1
UAP1
UGP2
UXS1
NPL
FPGT
