Genes
PPIF
AKR1A1
ATP5PD
UQCR11
COX5B
COX6A1
COX6A2
COX7A1
MAPK14
CYBA
AKR1C2
NQO1
SLC26A2
EGF
EGFR
AHR
AKT1
AKT2
GSTA5
PRKD3
ABL2
NOX1
GRB2
SLC25A4
GSTA3
GSTA4
GSTM1
GSTM2
GSTM5
HGF
HIF1A
HMOX1
ARAF
NDUFS7
KRAS
LPO
MGST3
MT-ATP6
MT-ATP8
MT-CO3
MT-CYB
MT-ND1
MT-ND4
MT-ND4L
MT-ND6
NDUFA2
NDUFA4
NDUFA5
NDUFA7
NDUFA9
NDUFA10
NDUFB1
NDUFB4
NDUFB5
NDUFB7
NDUFB8
NDUFB9
NDUFB10
NDUFC2
NDUFS2
NDUFV1
NDUFS4
NDUFS6
NDUFV2
NFE2L2
NFKB1
NFKBIA
NRAS
ATP5F1A
NOX4
ATP5F1B
ATP5F1D
ATP5F1E
ATP5PB
ATP5MC3
ACP1
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLD2
ATP5PO
NDUFB11
PRKD1
MAPK1
MAPK3
MAPK13
MAP2K2
MAP2K7
NDUFA4L2
AS3MT
PTK2
PTPN1
MAPK12
SDHA
SDHB
NCF1
SOD1
SOD2
SOS2
BRAF
UQCRC1
UQCRC2
VDAC3
EPHX3
SLC25A31
CAT
PIK3R3
AKR1C3
CBR1
COX7A2L
