Genes
BCL2L2-PABPN1
CDK4
CDK6
CALCOCO2
CPSF4
HNRNPUL1
CREBBP
TICAM1
EIF2S1
EP300
AKT1
AKT2
TPSD1
SLC25A4
NXT1
PYCARD
TBK1
APAF1
DNAJB1
ICAM1
IFNA1
IFNA5
IFNA6
IFNA7
IFNA8
IFNA13
IFNA14
IFNA16
IFNAR1
IFNG
IFNGR1
IL1A
IL1B
FASLG
IL6
CXCL8
IL12A
IL12B
IL18
CXCL10
KPNA5
NFKB1
NFKBIA
OAS3
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLG
PML
CYCS
NXT2
MAPK1
MAPK3
MAP2K2
EIF2AK2
PRSS3
MAVS
BAX
RNASEL
CCL2
TPSB2
TLR3
ACTG1
TMPRSS2
TNFRSF1A
TRAF3
PABPN1
SLC25A31
CASP8
PIK3R3
TNFSF10
RAB11A
FADD
TNFRSF10B
TNFRSF10A
IL33
RSAD2
TMPRSS11D
