Genes
FRAT1
PPIF
ACTR1B
DNAL4
TRAP1
CDK5
SIGMAR1
TPTEP2-CSNK1E
TUBB3
TUBB4A
ATP5PD
DCTN2
DCTN6
UQCR11
FZD10
DCTN3
TUBA3E
CHRM3
LRRK2
CSNK1A1L
COX5B
COX6A1
COX6A2
COX7A1
MAPK14
CSNK1A1
CSNK1E
CSNK2A1
CSNK2A2
DNAH2
KLC3
CTNNB1
CYBB
DCTN1
DNAH5
DNAH6
DNAH9
DVL1
DVL2
EIF2S1
ERN1
ATG14
ATG2A
TARDBP
MTOR
FUS
CHMP2B
WIPI2
NOX1
DKK4
DKK2
HTRA2
GNAQ
GPX1
GPX3
GRIA2
GRIA4
GRIN2A
GRIN2C
GRIN2D
SLC25A4
GRM1
TBK1
NRBF2
HSD17B10
APAF1
APC
HSPA5
ATXN1L
TUBB2B
IL1A
IL1B
FASLG
IL6
ARAF
NDUFS7
KIF5A
KIF5B
KLC1
KRAS
LRP5
RAB8A
MAP3K10
MT-ATP6
MT-ATP8
MT-CO3
MT-CYB
MT-ND1
MT-ND4
MT-ND4L
MT-ND6
NDUFA2
NDUFA4
NDUFA5
NDUFA7
NDUFA9
NDUFA10
NDUFB1
NDUFB4
NDUFB5
NDUFB7
NDUFB8
NDUFB9
NDUFB10
NDUFC2
NDUFS2
NDUFV1
NDUFS4
NDUFS6
NDUFV2
NEFM
NFKB1
NOS2
NRAS
GPX8
ATP5F1A
NOX4
ATP5F1B
DCTN4
ATP5F1D
WNT16
ATP5F1E
UBE2J1
ATP5PB
ATP5MC3
CALML5
PIK3C3
PLCB2
PLCB4
PLCG1
ATP5PO
CYCS
WNT4
NDUFB11
WIPI1
IFT57
WDR41
PPP3CA
PPP3R1
DNAH3
AMBRA1
PRKCG
ACTR10
MAPK1
MAPK3
MAPK13
MAP2K2
MAP2K6
MAP2K7
PRPH
PSMA2
PSMA3
PSMA4
PSMA5
PSMA6
PSMB1
NDUFA4L2
PSMB4
PSMB6
PSMB7
PSMC1
PSMD3
PSMD7
PSMD8
PSMD11
PTGS2
ALS2
BAX
RAB5A
RPS27A
BDNF
MAPK12
ATXN1
ATXN2
SDHA
SDHB
KLC2
SOD1
BRAF
STX1A
TNFRSF1A
TNFRSF1B
TRAF2
TUBA4A
TUBB2A
UBE2L3
UCHL1
UQCRC1
UQCRC2
VDAC3
WNT1
WNT2
WNT5A
WNT6
WNT7A
WNT8B
WNT10B
WNT9A
XBP1
CACNA1B
CACNA1D
CACNA1S
DNALI1
DERL1
FZD3
TUBAL3
SPG11
WNT10A
CALM3
TUBB1
WNT5B
MAP1LC3B
CAPN1
CAPN2
AXIN1
AXIN2
FZD1
FZD7
SLC25A31
CASP8
TOMM40L
DCTN5
CAT
TUBA1C
DNAH17
BECN1
FADD
WNT3A
KLC4
COX7A2L
CALML4
VAPB
UBE2L6
ATXN3L
SNCAIP
RB1CC1
FIG4
