Genes
ERBB2
ERCC1
AKT1
AKT2
GSTA5
GSTA3
GSTA4
GSTM1
GSTM2
GSTM5
GSTP1
MSH6
APAF1
BIRC3
XIAP
BIRC5
FASLG
MDM2
MGST3
MLH1
MSH2
MSH3
ATM
PIK3CA
PIK3CD
PIK3R1
PIK3R2
ATP7A
ATP7B
CYCS
POLH
MAPK1
MAPK3
BAX
TOP2A
TOP2B
TP53
CASP8
PIK3R3
FADD
