Genes
COMP
CR1
CR1L
CSF3
ACKR1
GYPC
HBA1
HBA2
HGF
ICAM1
IFNG
IL1B
IL6
CXCL8
IL10
IL12A
IL18
KLRB1
LRP1
CCL2
SDC1
SDC2
SELP
TGFB1
TGFB3
THBS1
THBS3
TLR2
VCAM1
