Genes
FRAT1
PPIF
ADAM10
CDK5
TPTEP2-CSNK1E
TUBB3
TUBB4A
ATP5PD
UQCR11
FZD10
TUBA3E
CHRM3
CSNK1A1L
COX5B
COX6A1
COX6A2
COX7A1
CSNK1A1
CSNK1E
CSNK2A1
CSNK2A2
KLC3
CTNNB1
CYBB
DVL1
DVL2
EIF2S1
AKT1
AKT2
ERN1
ATG14
ATG2A
NCSTN
SLC39A14
MTOR
SLC39A6
GAPDH
WIPI2
NOX1
DKK4
DKK2
GNAQ
SLC39A5
GRIN2A
GRIN2C
GRIN2D
SLC25A4
NRBF2
SLC39A3
SLC39A2
HSD17B10
APAF1
APC
IDE
TUBB2B
APOE
IL1A
IL1B
IL6
IRS1
ARAF
NDUFS7
KIF5A
KIF5B
KLC1
KRAS
LPL
LRP1
LRP5
MT-ATP6
MT-ATP8
MT-CO3
MT-CYB
MT-ND1
MT-ND4
MT-ND4L
MT-ND6
NDUFA2
NDUFA4
NDUFA5
NDUFA7
NDUFA9
NDUFA10
NDUFB1
NDUFB4
NDUFB5
NDUFB7
NDUFB8
NDUFB9
NDUFB10
NDUFC2
NDUFS2
NDUFV1
NDUFS4
NDUFS6
NDUFV2
NFKB1
NOS2
SLC11A2
NRAS
ATP5F1A
NOX4
ATP5F1B
APH1A
ATP5F1D
WNT16
ATP5F1E
ATP5PB
ATP5MC3
CALML5
PIK3C3
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCB2
PLCB4
ATP5PO
CYCS
WNT4
NDUFB11
WIPI1
PPP3CA
PPP3R1
AMBRA1
MAPK1
MAPK3
MAP2K2
MAP2K7
EIF2AK2
PSMA2
PSMA3
PSMA4
PSMA5
PSMA6
PSMB1
NDUFA4L2
PSMB4
PSMB6
PSMB7
PSMC1
PSMD3
PSMD7
PSMD8
PSMD11
PTGS2
SDHA
SDHB
KLC2
BRAF
TNFRSF1A
TRAF2
TUBA4A
TUBB2A
UQCRC1
UQCRC2
VDAC3
WNT1
WNT2
WNT5A
WNT6
WNT7A
WNT8B
WNT10B
WNT9A
XBP1
CACNA1D
CACNA1S
FZD3
TUBAL3
WNT10A
CALM3
TUBB1
WNT5B
CAPN1
CAPN2
AXIN1
AXIN2
FZD1
FZD7
SLC25A31
APH1B
CASP8
TUBA1C
PIK3R3
BECN1
FADD
WNT3A
KLC4
SLC39A13
COX7A2L
CALML4
RB1CC1
