Genes
KCNJ18
CREB3
GNB5
ADCY1
CHAT
CHRM3
CHRM4
CHRNA4
ADCY8
CHRNB2
CHRNB4
ADCY9
CREB3L4
AKT1
AKT2
GNA11
GNAI3
GNAO1
GNAQ
GNB1
GNB3
GNG3
GNG5
GNG11
GNGT1
GNGT2
KCNJ2
KCNJ3
KRAS
NRAS
GNG13
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCB2
PLCB4
PRKACG
PRKCG
MAPK1
MAPK3
GNB4
SLC5A7
CACNA1B
CACNA1D
CACNA1S
CAMK4
CREB3L3
PIK3R3
CHRNA6
GNG8
