Genes
TANK
RRAGB
RRAGA
GABARAPL2
ATG4A
CTSD
EIF2S1
AKT1
AKT2
ERN1
RRAS2
MRAS
ATG14
ATG2A
MTOR
WIPI2
TBK1
NRBF2
HIF1A
IGF1R
IRS1
KRAS
RAB8A
EIF2AK4
NRAS
PIK3C3
PIK3CA
PIK3CD
PIK3R1
PIK3R2
DDIT4
STX17
WIPI1
PPP2CA
PPP2CB
WDR41
AMBRA1
PRKAA2
PRKACG
PRKCQ
MAPK1
MAPK3
MAP2K2
RHEB
RPS6KB1
RRAS
MTMR14
ATG3
DEPTOR
STK11
MAP3K7
TSC1
TSC2
RAB7A
MAP1LC3B
VMP1
ATG10
PIK3R3
VAMP8
BECN1
MTMR4
SNAP29
RUBCN
