Genes
TPTEP2-CSNK1E
WIF1
FZD10
CSNK1A1L
CREBBP
CSNK1A1
CSNK1E
CSNK2A1
CSNK2A2
CTBP1
CTNNB1
DVL1
DVL2
EP300
GPC4
DAAM1
FBXW11
FRZB
DKK4
DKK2
INVS
APC
RSPO2
RSPO4
RHOA
LRP5
MMP7
CCDC88C
SOST
LEF1
WNT16
PLCB2
PLCB4
WNT4
PPP3CA
PPP3R1
LGR4
PRKACG
PRKCG
RAC2
RAC3
SENP2
CCND1
SFRP1
SFRP2
SFRP5
SOX17
MAP3K7
TCF7
TP53
WNT1
WNT2
WNT5A
WNT6
WNT7A
WNT8B
WNT10B
WNT9A
FZD3
TLE6
WNT10A
WNT5B
AXIN1
AXIN2
FZD1
FZD7
TCF7L1
ZNRF3
CUL1
NKD1
LGR5
CCN4
CCND2
BTRC
WNT3A
TBL1Y
