Genes
PLA2G4B
CHKA
SLC44A3
DGKK
DGKG
DGKQ
EGF
EGFR
AKT1
AKT2
PIP5K1C
MTOR
PLA2G4D
GRB2
HIF1A
KRAS
NRAS
PCYT1A
PDGFB
PDGFRA
PDGFRB
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLA2G4A
PLCG1
PLD2
PRKCG
MAPK1
MAPK3
PDGFC
MAP2K2
GPCPD1
CHPT1
RAC2
RAC3
RHEB
SLC5A7
RPS6KB1
SLC22A3
SLC22A4
SOS2
SP1
TSC1
TSC2
PDGFD
PIP5K1B
PIK3R3
DGKE
PLPP1
PLPP2
DGKI
