Genes
RRAGB
LAMTOR5
NPRL2
RRAGA
TBC1D7
FZD10
DVL1
DVL2
FLCN
AKT1
AKT2
ATP6V1C2
MTOR
RICTOR
RPS6KA6
GRB2
IGF1
IGF1R
IRS1
KRAS
RHOA
LAMTOR4
LRP5
NRAS
ATP6V1D
WNT16
CAB39
ATP6V1A
ATP6V1B1
ATP6V1B2
ATP6V1E1
PIK3CA
PIK3CD
PIK3R1
PIK3R2
WNT4
DDIT4
LAMTOR1
STRADB
PRKAA2
PRKCG
MAPK1
MAPK3
MAP2K2
FNIP2
RHEB
RPS6KA2
RPS6KA3
RPS6KB1
SEC13
DEPTOR
SKP2
SLC3A2
SOS2
BRAF
STK11
TNFRSF1A
TSC1
TSC2
WNT1
WNT2
WNT5A
WNT6
WNT7A
WNT8B
WNT10B
WNT9A
MAPKAP1
WDR59
FZD3
PRR5L
WNT10A
WNT5B
SLC7A5
CAB39L
FZD1
FZD7
WDR24
PIK3R3
WNT3A
STRADA
EIF4E2
FNIP1
LPIN2
