Genes
CDK4
CDK6
GADD45G
DDB2
GADD45A
EGF
EGFR
ERBB2
AKT1
AKT2
ALK
GRB2
HGF
ARAF
KIF5A
KIF5B
KRAS
GADD45B
NRAS
POLK
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCG1
PLCG2
PRKCG
MAPK1
MAPK3
MAP2K2
BAX
RARB
RB1
CCND1
SOS2
BRAF
STAT3
STAT5B
TP53
