Genes
CDKN1B
CRK
HBEGF
EGF
EGFR
ERBB2
ERBB3
EREG
AKT1
AKT2
MTOR
GAB1
SHC2
ABL2
GRB2
NRG1
ARAF
AREG
KRAS
NRAS
PAK1
PAK2
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCG1
PLCG2
PRKCG
MAPK1
MAPK3
MAP2K2
MAP2K7
PTK2
RPS6KB1
SOS2
BRAF
STAT5B
NCK2
PIK3R3
CBL
