Genes
ADCY1
CFTR
CHRM3
ADCY8
ADCY9
CLCA1
CPA1
CPA2
CPA3
CPB2
CTRL
TPCN2
CLCA4
CELA3B
ATP1B4
AMY1A
AMY1B
GNAQ
GNAS
AMY2A
KCNMA1
RHOA
PLA2G2C
RAB8A
ATP1A4
ATP1B1
ATP1B2
ATP1B3
FXYD2
ATP2B1
ATP2B2
ATP2B3
PLA2G3
PLCB2
PLCB4
PRKCG
PRSS3
RAB27B
RAP1B
SCTR
SLC9A1
SLC12A2
BST1
CA2
PLA2G12A
RAB11A
CCK
CCKAR
CD38
RAB3D
