Genes
CREB3
ADCY1
CHRM3
ADCY8
ADCY9
ATF2
GPR119
CREB3L4
ATP1B4
KCNMB4
GNA11
GNAQ
GNAS
FFAR1
KCNMA1
KCNMB1
KCNN2
KCNN3
ATP1A4
ATP1B1
ATP1B2
ATP1B3
FXYD2
PLCB2
PLCB4
TRPM4
PRKACG
PRKCG
RAB3A
SLC2A1
SNAP25
STX1A
VAMP2
CACNA1D
CACNA1S
CREB3L3
CCK
CCKAR
