Genes
VAV3
CXCL13
CXCR6
GNB5
ADCY1
CCL27
ADCY8
ADCY9
CCR1
CCR3
CCR4
CCR5
CCR7
GRK7
CRK
GRK3
AKT1
AKT2
SHC2
GNAI3
GNAQ
GNB1
GNB3
GNG3
GNG5
GNG11
GNGT1
GNGT2
CXCR3
GRK4
GRB2
CXCL3
GSK3A
CXCL8
CXCR1
CXCL10
KRAS
RHOA
ARRB1
CXCL9
NFKB1
NFKBIA
NRAS
PAK1
GNG13
PF4
PF4V1
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCB2
PLCB4
PLCG1
PLCG2
PPBP
PRKACG
PRKCZ
MAPK1
MAPK3
CCL28
PTK2
CXCL16
PXN
RAC2
RAC3
RAP1B
GNB4
CCL1
CCL2
CCL13
CCL17
CCL21
CCL22
CXCL6
CXCL5
XCL1
CX3CL1
CXCR5
NCF1
SOS2
BRAF
STAT3
STAT5B
TIAM1
CCR2
VAV2
CXCR4
PIK3R3
GNG8
