Genes
MYL9
VAV3
CLDN16
CLDN4
MAPK14
CLDN19
CTNNB1
CTNND1
CYBA
CYBB
CLDN17
GNAI3
MYLPF
ICAM1
ITGAM
RHOA
ARHGAP5
RHOH
AFDN
MMP2
MMP9
MYL2
CLDN11
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCG1
PLCG2
PRKCG
MAPK13
PTK2
PXN
JAM2
MYL7
RAC2
RAP1B
MAPK12
NCF1
THY1
ACTG1
TXK
VASP
VAV2
VCAM1
VCL
CXCR4
CD99L2
JAM3
PIK3R3
CLDN10
CLDN1
CLDN9
ESAM
MYL10
