Genes
CACNG3
CACNG2
CTNNB1
DES
DSC2
DSG2
GJA1
CACNG4
ITGA1
ITGA2
ITGA2B
ITGA3
ITGA5
ITGA9
ITGAV
ITGB3
ITGB4
ITGB5
ITGB6
ITGB7
ITGB8
LAMA2
LEF1
PKP2
CACNG8
CACNG7
CACNG6
SGCA
SGCB
SGCD
SGCG
SLC8A2
SLC8A3
TCF7
ACTG1
CACNA1D
CACNA1S
CACNA2D1
CACNB1
CACNB3
CACNB4
CACNG1
TCF7L1
ACTN2
CACNA2D2
