Genes
ADCY1
ADCY8
ADCY9
ATF2
CREB3L4
ALB
ATP1B4
GNAQ
GNAS
GPX1
GPX3
GSR
HSPA5
IYD
ASGR1
ASGR2
ATP1A4
ATP1B1
ATP1B2
ATP1B3
FXYD2
GPX8
DUOX2
PLCB2
PLCB4
PRKACG
PRKCG
SLC5A5
TG
HSP90B1
TSHB
TTR
PAX8
CREB3L3
