Genes
HBEGF
EGF
EGFR
ERBB2
FGFR3
CXCL8
ARAF
KRAS
MDM2
MMP1
MMP2
MMP9
NRAS
MAPK1
MAPK3
MAP2K2
RB1
CCND1
BRAF
THBS1
TP53
UPK3A
