Genes
GNB5
CYP2C19
CYP2C8
CYP2C9
CYP2C18
DUSP1
HTR3D
ALOX12
ALOX12B
ALOX15
ALOX15B
GABRB1
GABRB2
GNAI3
GNAO1
GNAQ
GNAS
GNB1
GNB3
GNG3
GNG5
GNG11
GNGT1
GNGT2
PLA2G4D
HTR2B
HTR5A
HTR6
ARAF
KCND2
KCNJ3
KCNJ9
KCNN2
KRAS
MAOA
MAOB
NRAS
GNG13
PLA2G4A
PLCB2
PLCB4
PRKACG
PRKCG
MAPK1
MAPK3
PTGS2
GNB4
SLC6A4
BRAF
TPH1
CACNA1B
CACNA1D
CACNA1S
HTR3B
