Genes
STAM2
PIAS3
IL24
CISH
IL22RA2
CREBBP
CSF2
CSF3
CTF1
EGF
EGFR
EP300
EPO
EPOR
AKT1
AKT2
MTOR
GFAP
GRB2
IFNE
IFNA1
IFNA5
IFNA6
IFNA7
IFNA8
IFNA13
IFNA14
IFNA16
IFNAR1
IFNG
IFNGR1
IL2
IL2RA
IL2RB
IL3
IL4
IL4R
IL5
IL6
IL6ST
IL7
IL9
IL9R
IL10
IL10RA
IL10RB
IL11
IL11RA
IL12A
IL12B
IL12RB2
IL15
IL15RA
LEP
LEPR
LIF
MCL1
MPL
OSM
IL21R
PDGFB
PDGFRA
IL23A
PIAS4
PDGFRB
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PRL
PRLR
IFNK
IL22RA1
CCND1
CRLF2
SOS2
STAT3
STAT5B
STAT6
STAM
PIK3R3
CCND2
OSMR
