Genes
PPIF
NOP56
AFG3L2
OMA1
GRIN3A
GRIN3B
BEAN1
DAB1
AKT1
AKT2
ERN1
ATG14
ATG2A
CIC
MTOR
ATXN10
WIPI2
GNAQ
GRIA2
GRIN2A
GRIN2C
GRIN2D
SLC25A4
GRM1
NRBF2
ATXN1L
KCNC3
TBPL2
MYOD1
PIK3C3
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCB2
PLCB4
CYCS
WIPI1
AMBRA1
PRKCG
PSMA2
PSMA3
PSMA4
PSMA5
PSMA6
PSMB1
PSMB4
PSMB6
PSMB7
PSMC1
PSMD3
PSMD7
PSMD8
PSMD11
RORA
ATXN1
ATXN2
SLC1A6
SP1
TBP
TRAF2
VDAC3
VLDLR
XBP1
SLC25A31
PIK3R3
BECN1
ATXN3L
TBPL1
PUM1
RB1CC1
