Genes
BCL2L11
CDK6
CDKN1B
IGF2BP1
CDCA5
CREBBP
CRK
CYP24A1
DNMT3A
EFNA1
EFNA2
EFNA3
EGFR
EP300
ERBB2
ERBB3
FGFR3
SIRT1
MTOR
GLS2
PDCD4
GRB2
HDAC2
HMOX1
HOXD10
APC
IRS1
ITGA5
ITGB3
KRAS
RHOA
MARCKS
MCL1
MDM2
MDM4
MMP9
MMP16
ATM
NFKB1
NOTCH2
NOTCH3
NRAS
PDGFB
PDGFRA
PDGFRB
ABCB1
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCG1
PLCG2
DDIT4
PRKCG
MAPK1
MAPK3
MAP2K2
PTGS2
CCND1
BCL2L2
TNN
SLC7A1
SOS2
SOX4
ST14
STAT3
THBS1
TIMP3
TP53
TPM1
VIM
FZD3
RECK
PIK3R3
SLC45A3
TP63
CCND2
WNT3A
CCNE1
CCNE2
KIF23
CDC25B
