Genes
EGLN3
CREBBP
CRK
FLCN
EP300
EPAS1
AKT1
AKT2
ETS1
FH
GAB1
GRB2
RAPGEF1
HGF
HIF1A
ARAF
KRAS
NRAS
PAK1
PAK2
PDGFB
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PRCC
MAPK1
MAPK3
MAP2K2
RAP1B
SLC2A1
SOS2
BRAF
ELOB
TGFB1
TGFB3
VHL
PIK3R3
RBX1
