Genes
ADCY1
COL1A1
COL1A2
COL4A2
COL4A4
CSF2
CTSG
LAMB4
GNA11
GNA15
GNAQ
GNAS
CXCL3
HSPB1
IFNG
IL1B
IL6
CXCL8
IL10
IL12A
IL12B
ITGAM
ARG2
LAMA2
LAMA4
LAMA5
LAMB1
LAMC1
LAMC2
NFKB1
NOS2
PRDX1
SERPINB6
SERPINB9
SERPINB10
SERPINB13
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PLCB2
PLCB4
PRKACG
PRKCG
PTK2
RAB5A
SERPINB3
TGFB1
TGFB3
TLR2
C8G
C9
VCL
RAB7A
PIK3R3
CD1A
