Genes
LDHAL6A
EGFR
ERBB2
AKT1
AKT2
FGFR1
FGFR3
FLT3
MTOR
GLS2
HIF1A
HK1
HK2
HK3
IDH1
IDH2
KIT
KRAS
NRAS
NTRK1
PDGFRA
PDGFRB
PDHA1
PDHA2
PDK1
PFKL
PGAM1
PGAM2
PIK3CA
PIK3CD
PIK3R1
PIK3R2
PKM
MAPK1
MAPK3
MAP2K2
TIGAR
SLC1A5
SLC2A1
TP53
SLC7A5
PIK3R3
