Genes
CREB3
SLC34A2
ADCY1
MMP24
ADCY8
ADCY9
ATF2
SLC34A3
CREB3L4
CYP24A1
CYP27B1
HBEGF
EGFR
EGR1
FGFR1
GATA3
GNA11
GNA12
GNAI3
GNAQ
GNAS
ARAF
JUND
RHOA
LRP5
ARRB1
MEF2A
MEF2C
MMP13
MMP14
MMP15
MMP16
SOST
PDE4A
PLCB2
PLCB4
PLD2
PRKACG
PRKCG
MAPK1
MAPK3
SLC34A1
SP1
BRAF
VDR
FGF23
CREB3L3
GCM1
TNFSF11
KL
SLC9A3R1
