description,category,term,inputGenes,preferredNames
Chagas disease,KEGG,tcr05142,"353153.Q4CKN8,353153.Q4CL90,353153.Q4CLW1,353153.Q4CMF4,353153.Q4CN34,353153.Q4CNA6,353153.Q4CP73,353153.Q4CPF9,353153.Q4CPN3,353153.Q4CPU0,353153.Q4CQ20,353153.Q4CQ85,353153.Q4CQK4,353153.Q4CQY9,353153.Q4CR17,353153.Q4CU10,353153.Q4CUU0,353153.Q4CUV6,353153.Q4CVZ4,353153.Q4CW78,353153.Q4CWQ4,353153.Q4CX91,353153.Q4CXC1,353153.Q4CXY5,353153.Q4CYG1,353153.Q4CZ90,353153.Q4CZ96,353153.Q4CZJ8,353153.Q4D038,353153.Q4D095,353153.Q4D129,353153.Q4D1A3,353153.Q4D1D2,353153.Q4D1G5,353153.Q4D2E8,353153.Q4D2F9,353153.Q4D2P3,353153.Q4D387,353153.Q4D4I3,353153.Q4D4I6,353153.Q4D536,353153.Q4D6M0,353153.Q4D781,353153.Q4D7D4,353153.Q4D7D6,353153.Q4D7Z4,353153.Q4D9U5,353153.Q4DAK1,353153.Q4DC31,353153.Q4DCY7,353153.Q4DD87,353153.Q4DDV0,353153.Q4DDZ1,353153.Q4DE01,353153.Q4DEG7,353153.Q4DEK8,353153.Q4DFJ4,353153.Q4DH26,353153.Q4DJE0,353153.Q4DK48,353153.Q4DK50,353153.Q4DL99,353153.Q4DLA2,353153.Q4DLB0,353153.Q4DLB4,353153.Q4DLD0,353153.Q4DLR5,353153.Q4DM98,353153.Q4DMQ7,353153.Q4DN58,353153.Q4DN86,353153.Q4DN89,353153.Q4DPD2,353153.Q4DQW8,353153.Q4DR51,353153.Q4DSN1,353153.Q4DTK7,353153.Q4DUE4,353153.Q4DUE6,353153.Q4DUE7,353153.Q4DVB2,353153.Q4DVB6,353153.Q4DVE1,353153.Q4DVE4,353153.Q4DVF0,353153.Q4DX98,353153.Q4DY86,353153.Q4DY87,353153.Q4DY88,353153.Q4DY89,353153.Q4E0Z9,353153.Q4E103,353153.Q4E106,353153.Q4E222,353153.Q4E5K1,353153.Q4E5K2,353153.Q4E5K7,353153.Q4E5K9,353153.Q4E5L3","Q4CKN8,Q4CL90,Q4CLW1,Q4CMF4,Q4CN34,Q4CNA6,Q4CP73,Q4CPF9,Q4CPN3,Q4CPU0,Q4CQ20,Q4CQ85,Q4CQK4,Q4CQY9,Q4CR17,Q4CU10,Q4CUU0,Q4CUV6,Q4CVZ4,Q4CW78,Q4CWQ4,Q4CX91,Q4CXC1,Q4CXY5,Q4CYG1,Q4CZ90,Q4CZ96,Q4CZJ8,Q4D038,Q4D095,Q4D129,Q4D1A3,Q4D1D2,Q4D1G5,Q4D2E8,Q4D2F9,Q4D2P3,Q4D387,Q4D4I3,Q4D4I6,Q4D536,Q4D6M0,Q4D781,Q4D7D4,Q4D7D6,Q4D7Z4,Q4D9U5,Q4DAK1,Q4DC31,Q4DCY7,Q4DD87,Q4DDV0,Q4DDZ1,Q4DE01,Q4DEG7,Q4DEK8,Q4DFJ4,Q4DH26,Q4DJE0,Q4DK48,Q4DK50,Q4DL99,Q4DLA2,Q4DLB0,Q4DLB4,Q4DLD0,Q4DLR5,Q4DM98,Q4DMQ7,Q4DN58,Q4DN86,Q4DN89,Q4DPD2,Q4DQW8,Q4DR51,Q4DSN1,Q4DTK7,Q4DUE4,Q4DUE6,Q4DUE7,Q4DVB2,Q4DVB6,Q4DVE1,Q4DVE4,Q4DVF0,Q4DX98,Q4DY86,Q4DY87,Q4DY88,Q4DY89,Q4E0Z9,Q4E103,Q4E106,Q4E222,Q4E5K1,Q4E5K2,Q4E5K7,Q4E5K9,Q4E5L3"
