"User_input","STRINGdb ID","Species"
"T1H8A7","RPRC000246-PA","Rhodnius prolixus STRINGdb"
"T1H8A9","RPRC000248-PA","Rhodnius prolixus STRINGdb"
"T1H8B1","RPRC000250-PA","Rhodnius prolixus STRINGdb"
"T1H8B3","RPRC000252-PA","Rhodnius prolixus STRINGdb"
"T1H8B7","RPRC000256-PA","Rhodnius prolixus STRINGdb"
"T1H8B9","RPRC000258-PA","Rhodnius prolixus STRINGdb"
"T1H8C0","RPRC000259-PA","Rhodnius prolixus STRINGdb"
"T1H8C3","RPRC000263-PA","Rhodnius prolixus STRINGdb"
"T1H8C5","RPRC000265-PA","Rhodnius prolixus STRINGdb"
"T1H8D0","RPRC000270-PA","Rhodnius prolixus STRINGdb"
"T1H8D1","RPRC000271-PA","Rhodnius prolixus STRINGdb"
"T1H8D2","RPRC000272-PA","Rhodnius prolixus STRINGdb"
"T1H8D9","RPRC000279-PA","Rhodnius prolixus STRINGdb"
"T1H8E2","RPRC000282-PA","Rhodnius prolixus STRINGdb"
"T1H8E3","RPRC000284-PA","Rhodnius prolixus STRINGdb"
"T1H8F0","RPRC005813-PA","Rhodnius prolixus STRINGdb"
"T1H8G1","RPRC000302-PA","Rhodnius prolixus STRINGdb"
"T1H8G2","RPRC000303-PA","Rhodnius prolixus STRINGdb"
"T1H8G4","RPRC000305-PA","Rhodnius prolixus STRINGdb"
"T1H8G5","RPRC000306-PA","Rhodnius prolixus STRINGdb"
"T1H8G7","RPRC000308-PA","Rhodnius prolixus STRINGdb"
"T1H8G8","RPRC000309-PA","Rhodnius prolixus STRINGdb"
"T1H8I1","RPRC000323-PA","Rhodnius prolixus STRINGdb"
"T1H8I9","RPRC000331-PA","Rhodnius prolixus STRINGdb"
"T1H8J3","RPRC000335-PA","Rhodnius prolixus STRINGdb"
"T1H8K0","RPRC000342-PA","Rhodnius prolixus STRINGdb"
"T1H8K2","RPRC000344-PA","Rhodnius prolixus STRINGdb"
"T1H8K9","RPRC000352-PA","Rhodnius prolixus STRINGdb"
"T1H8L2","RPRC000355-PA","Rhodnius prolixus STRINGdb"
"T1H8L6","RPRC000360-PA","Rhodnius prolixus STRINGdb"
"T1H8L9","RPRC000364-PA","Rhodnius prolixus STRINGdb"
"T1H8M0","RPRC000365-PA","Rhodnius prolixus STRINGdb"
"T1H8M1","RPRC000366-PA","Rhodnius prolixus STRINGdb"
"T1H8M2","RPRC000367-PA","Rhodnius prolixus STRINGdb"
"T1H8M6","RPRC000372-PA","Rhodnius prolixus STRINGdb"
"T1H8M7","RPRC000373-PA","Rhodnius prolixus STRINGdb"
"T1H8N0","RPRC000377-PA","Rhodnius prolixus STRINGdb"
"T1H8N1","RPRC000378-PA","Rhodnius prolixus STRINGdb"
"T1H8N3","RPRC000380-PA","Rhodnius prolixus STRINGdb"
"T1H8P4","RPRC000391-PA","Rhodnius prolixus STRINGdb"
"T1H8P5","RPRC000392-PA","Rhodnius prolixus STRINGdb"
"T1H8P7","RPRC000394-PA","Rhodnius prolixus STRINGdb"
"T1H8Q0","RPRC000397-PA","Rhodnius prolixus STRINGdb"
"T1H8Q2","RPRC000399-PA","Rhodnius prolixus STRINGdb"
"T1H8Q6","RPRC000404-PA","Rhodnius prolixus STRINGdb"
"T1H8R7","RPRC000416-PA","Rhodnius prolixus STRINGdb"
"T1H8S0","RPRC000419-PA","Rhodnius prolixus STRINGdb"
"T1H8T3","RPRC000432-PA","Rhodnius prolixus STRINGdb"
"T1H8T7","RPRC000436-PA","Rhodnius prolixus STRINGdb"
"T1H8T8","RPRC000437-PA","Rhodnius prolixus STRINGdb"
"T1H8U0","RPRC000439-PA","Rhodnius prolixus STRINGdb"
"T1H8U1","RPRC000440-PA","Rhodnius prolixus STRINGdb"
"T1H8U6","RPRC000445-PA","Rhodnius prolixus STRINGdb"
"T1H8U7","RPRC000446-PA","Rhodnius prolixus STRINGdb"
"T1H8U8","RPRC000447-PA","Rhodnius prolixus STRINGdb"
"T1H8V1","RPRC000450-PA","Rhodnius prolixus STRINGdb"
"T1H8V9","RPRC000458-PA","Rhodnius prolixus STRINGdb"
"T1H8W4","RPRC000463-PA","Rhodnius prolixus STRINGdb"
"T1H8W8","RPRC000467-PA","Rhodnius prolixus STRINGdb"
"T1H8X5","RPRC000474-PA","Rhodnius prolixus STRINGdb"
"T1H8X8","RPRC000477-PA","Rhodnius prolixus STRINGdb"
"T1H8X9","RPRC000478-PA","Rhodnius prolixus STRINGdb"
"T1H8Y2","RPRC000481-PA","Rhodnius prolixus STRINGdb"
"T1H8Y8","RPRC000487-PA","Rhodnius prolixus STRINGdb"
"T1H8Z2","RPRC000491-PA","Rhodnius prolixus STRINGdb"
"T1H8Z6","RPRC000495-PA","Rhodnius prolixus STRINGdb"
"T1H8Z9","RPRC000498-PA","Rhodnius prolixus STRINGdb"
"T1H902","RPRC000501-PA","Rhodnius prolixus STRINGdb"
"T1H903","RPRC000502-PA","Rhodnius prolixus STRINGdb"
"T1H904","RPRC000503-PA","Rhodnius prolixus STRINGdb"
"T1H909","RPRC000508-PA","Rhodnius prolixus STRINGdb"
"T1H910","RPRC000509-PA","Rhodnius prolixus STRINGdb"
"T1H912","RPRC000511-PA","Rhodnius prolixus STRINGdb"
"T1H917","RPRC000516-PA","Rhodnius prolixus STRINGdb"
"T1H924","RPRC000523-PA","Rhodnius prolixus STRINGdb"
"T1H925","RPRC000524-PA","Rhodnius prolixus STRINGdb"
"T1H926","RPRC000525-PA","Rhodnius prolixus STRINGdb"
"T1H929","RPRC000528-PA","Rhodnius prolixus STRINGdb"
"T1H930","RPRC000529-PA","Rhodnius prolixus STRINGdb"
"T1H932","RPRC000531-PA","Rhodnius prolixus STRINGdb"
"T1H934","RPRC000533-PA","Rhodnius prolixus STRINGdb"
"T1H937","RPRC000536-PA","Rhodnius prolixus STRINGdb"
"T1H941","RPRC000540-PA","Rhodnius prolixus STRINGdb"
"T1H945","RPRC000545-PA","Rhodnius prolixus STRINGdb"
"T1H948","RPRC000548-PA","Rhodnius prolixus STRINGdb"
"T1H949","RPRC000549-PA","Rhodnius prolixus STRINGdb"
"T1H952","RPRC000552-PA","Rhodnius prolixus STRINGdb"
"T1H954","RPRC000554-PA","Rhodnius prolixus STRINGdb"
"T1H958","RPRC000558-PA","Rhodnius prolixus STRINGdb"
"T1H962","RPRC000562-PA","Rhodnius prolixus STRINGdb"
"T1H964","RPRC000565-PA","Rhodnius prolixus STRINGdb"
"T1H965","RPRC000566-PA","Rhodnius prolixus STRINGdb"
"T1H967","RPRC000569-PA","Rhodnius prolixus STRINGdb"
"T1H969","RPRC000571-PA","Rhodnius prolixus STRINGdb"
"T1H970","RPRC000572-PA","Rhodnius prolixus STRINGdb"
"T1H972","RPRC000574-PA","Rhodnius prolixus STRINGdb"
"T1H973","RPRC000575-PA","Rhodnius prolixus STRINGdb"
"T1H976","RPRC000578-PA","Rhodnius prolixus STRINGdb"
"T1H986","RPRC000587-PA","Rhodnius prolixus STRINGdb"
"T1H987","RPRC000588-PA","Rhodnius prolixus STRINGdb"
"T1H990","RPRC000591-PA","Rhodnius prolixus STRINGdb"
"T1H994","RPRC000595-PA","Rhodnius prolixus STRINGdb"
"T1H996","RPRC000597-PA","Rhodnius prolixus STRINGdb"
"T1H9A1","RPRC000603-PA","Rhodnius prolixus STRINGdb"
"T1H9A3","RPRC000605-PA","Rhodnius prolixus STRINGdb"
"T1H9A4","RPRC000606-PA","Rhodnius prolixus STRINGdb"
"T1H9A9","RPRC000611-PA","Rhodnius prolixus STRINGdb"
"T1H9B1","RPRC000613-PA","Rhodnius prolixus STRINGdb"
"T1H9B2","RPRC000614-PA","Rhodnius prolixus STRINGdb"
"T1H9B6","RPRC000618-PA","Rhodnius prolixus STRINGdb"
"T1H9B9","RPRC000621-PA","Rhodnius prolixus STRINGdb"
"T1H9C1","RPRC000623-PA","Rhodnius prolixus STRINGdb"
"T1H9C2","RPRC000624-PA","Rhodnius prolixus STRINGdb"
"T1H9C3","RPRC000625-PA","Rhodnius prolixus STRINGdb"
"T1H9C6","RPRC000628-PA","Rhodnius prolixus STRINGdb"
"T1H9D2","RPRC000634-PA","Rhodnius prolixus STRINGdb"
"T1H9D3","RPRC000635-PA","Rhodnius prolixus STRINGdb"
"T1H9D6","RPRC000638-PA","Rhodnius prolixus STRINGdb"
"T1H9D8","RPRC000641-PA","Rhodnius prolixus STRINGdb"
"T1H9E1","RPRC000644-PA","Rhodnius prolixus STRINGdb"
"T1H9E4","RPRC000647-PA","Rhodnius prolixus STRINGdb"
"T1H9E5","RPRC000648-PA","Rhodnius prolixus STRINGdb"
"T1H9E6","RPRC000649-PA","Rhodnius prolixus STRINGdb"
"T1H9E7","RPRC000650-PA","Rhodnius prolixus STRINGdb"
"T1H9E8","RPRC000651-PA","Rhodnius prolixus STRINGdb"
"T1H9F1","RPRC000654-PA","Rhodnius prolixus STRINGdb"
"T1H9F2","RPRC000655-PA","Rhodnius prolixus STRINGdb"
"T1H9F3","RPRC000656-PA","Rhodnius prolixus STRINGdb"
"T1H9F4","RPRC000657-PA","Rhodnius prolixus STRINGdb"
"T1H9F6","RPRC000659-PA","Rhodnius prolixus STRINGdb"
"T1H9F7","RPRC000660-PA","Rhodnius prolixus STRINGdb"
"T1H9F9","RPRC000662-PA","Rhodnius prolixus STRINGdb"
"T1H9G0","RPRC000663-PA","Rhodnius prolixus STRINGdb"
"T1H9G1","RPRC000664-PA","Rhodnius prolixus STRINGdb"
"T1H9G2","RPRC000665-PA","Rhodnius prolixus STRINGdb"
"T1H9G6","RPRC000669-PA","Rhodnius prolixus STRINGdb"
"T1H9G7","RPRC000670-PA","Rhodnius prolixus STRINGdb"
"T1H9G8","RPRC000671-PA","Rhodnius prolixus STRINGdb"
"T1H9H1","RPRC000674-PA","Rhodnius prolixus STRINGdb"
"T1H9H5","RPRC000678-PA","Rhodnius prolixus STRINGdb"
"T1H9H7","RPRC000680-PA","Rhodnius prolixus STRINGdb"
"T1H9H8","RPRC000681-PA","Rhodnius prolixus STRINGdb"
"T1H9H9","RPRC000682-PA","Rhodnius prolixus STRINGdb"
"T1H9I1","RPRC000684-PA","Rhodnius prolixus STRINGdb"
"T1H9I2","RPRC000685-PA","Rhodnius prolixus STRINGdb"
"T1H9I5","RPRC000688-PA","Rhodnius prolixus STRINGdb"
"T1H9I6","RPRC000689-PA","Rhodnius prolixus STRINGdb"
"T1H9I9","RPRC000692-PA","Rhodnius prolixus STRINGdb"
"T1H9J1","RPRC000694-PA","Rhodnius prolixus STRINGdb"
"T1H9J4","RPRC000697-PA","Rhodnius prolixus STRINGdb"
"T1H9J5","RPRC000698-PA","Rhodnius prolixus STRINGdb"
"T1H9J6","RPRC000699-PA","Rhodnius prolixus STRINGdb"
"T1H9J7","RPRC000700-PA","Rhodnius prolixus STRINGdb"
"T1H9J8","RPRC000701-PA","Rhodnius prolixus STRINGdb"
"T1H9J9","RPRC000702-PA","Rhodnius prolixus STRINGdb"
"T1H9K3","RPRC000706-PA","Rhodnius prolixus STRINGdb"
"T1H9K4","RPRC000707-PA","Rhodnius prolixus STRINGdb"
"T1H9K6","RPRC000709-PA","Rhodnius prolixus STRINGdb"
"T1H9K7","RPRC000710-PA","Rhodnius prolixus STRINGdb"
"T1H9K8","RPRC000711-PA","Rhodnius prolixus STRINGdb"
"T1H9L0","RPRC000713-PA","Rhodnius prolixus STRINGdb"
"T1H9L2","RPRC000715-PA","Rhodnius prolixus STRINGdb"
"T1H9L6","RPRC000719-PA","Rhodnius prolixus STRINGdb"
"T1H9L7","RPRC000720-PA","Rhodnius prolixus STRINGdb"
"T1H9L8","RPRC000721-PA","Rhodnius prolixus STRINGdb"
"T1H9L9","RPRC000722-PA","Rhodnius prolixus STRINGdb"
"T1H9M0","RPRC000723-PA","Rhodnius prolixus STRINGdb"
"T1H9M2","RPRC000725-PA","Rhodnius prolixus STRINGdb"
"T1H9M3","RPRC000726-PA","Rhodnius prolixus STRINGdb"
"T1H9M4","RPRC000727-PA","Rhodnius prolixus STRINGdb"
"T1H9M5","RPRC000728-PA","Rhodnius prolixus STRINGdb"
"T1H9M8","RPRC000731-PA","Rhodnius prolixus STRINGdb"
"T1H9M9","RPRC000732-PA","Rhodnius prolixus STRINGdb"
"T1H9N0","RPRC000733-PA","Rhodnius prolixus STRINGdb"
"T1H9N3","RPRC000736-PA","Rhodnius prolixus STRINGdb"
"T1H9N4","RPRC000737-PA","Rhodnius prolixus STRINGdb"
"T1H9N5","RPRC000738-PA","Rhodnius prolixus STRINGdb"
"T1H9N6","RPRC000739-PA","Rhodnius prolixus STRINGdb"
"T1H9N8","RPRC000741-PA","Rhodnius prolixus STRINGdb"
"T1H9N9","RPRC000742-PA","Rhodnius prolixus STRINGdb"
"T1H9P0","RPRC000743-PA","Rhodnius prolixus STRINGdb"
"T1H9P1","RPRC000744-PA","Rhodnius prolixus STRINGdb"
"T1H9P2","RPRC000745-PA","Rhodnius prolixus STRINGdb"
"T1H9P3","RPRC000746-PA","Rhodnius prolixus STRINGdb"
"T1H9P4","RPRC000747-PA","Rhodnius prolixus STRINGdb"
"T1H9P6","RPRC000749-PA","Rhodnius prolixus STRINGdb"
"T1H9P7","RPRC000750-PA","Rhodnius prolixus STRINGdb"
"T1H9Q0","RPRC000753-PA","Rhodnius prolixus STRINGdb"
"T1H9Q3","RPRC000756-PA","Rhodnius prolixus STRINGdb"
"T1H9Q4","RPRC000757-PA","Rhodnius prolixus STRINGdb"
"T1H9Q5","RPRC000758-PA","Rhodnius prolixus STRINGdb"
"T1H9Q7","RPRC000761-PA","Rhodnius prolixus STRINGdb"
"T1H9R0","RPRC000764-PA","Rhodnius prolixus STRINGdb"
"T1H9R3","RPRC000767-PA","Rhodnius prolixus STRINGdb"
"T1H9R4","RPRC000768-PA","Rhodnius prolixus STRINGdb"
"T1H9R8","RPRC000772-PA","Rhodnius prolixus STRINGdb"
"T1H9S2","RPRC000776-PA","Rhodnius prolixus STRINGdb"
"T1H9S6","RPRC000780-PA","Rhodnius prolixus STRINGdb"
"T1H9S7","RPRC000781-PA","Rhodnius prolixus STRINGdb"
"T1H9S8","RPRC000782-PA","Rhodnius prolixus STRINGdb"
"T1H9S9","RPRC000783-PA","Rhodnius prolixus STRINGdb"
"T1H9T0","RPRC000784-PA","Rhodnius prolixus STRINGdb"
"T1H9T1","RPRC000785-PA","Rhodnius prolixus STRINGdb"
"T1H9T9","RPRC000793-PA","Rhodnius prolixus STRINGdb"
"T1H9U1","RPRC008407-PA","Rhodnius prolixus STRINGdb"
"T1H9U3","RPRC000797-PA","Rhodnius prolixus STRINGdb"
"T1H9U4","RPRC000798-PA","Rhodnius prolixus STRINGdb"
"T1H9U6","RPRC000800-PA","Rhodnius prolixus STRINGdb"
"T1H9U8","RPRC000802-PA","Rhodnius prolixus STRINGdb"
"T1H9U9","RPRC000803-PA","Rhodnius prolixus STRINGdb"
"T1H9V0","RPRC000804-PA","Rhodnius prolixus STRINGdb"
"T1H9V1","RPRC000805-PA","Rhodnius prolixus STRINGdb"
"T1H9V4","RPRC000808-PA","Rhodnius prolixus STRINGdb"
"T1H9V5","RPRC000809-PA","Rhodnius prolixus STRINGdb"
"T1H9V6","RPRC000810-PA","Rhodnius prolixus STRINGdb"
"T1H9V7","RPRC000811-PA","Rhodnius prolixus STRINGdb"
"T1H9V8","RPRC000812-PA","Rhodnius prolixus STRINGdb"
"T1H9W0","RPRC000814-PA","Rhodnius prolixus STRINGdb"
"T1H9W1","RPRC000815-PA","Rhodnius prolixus STRINGdb"
"T1H9W3","RPRC000817-PA","Rhodnius prolixus STRINGdb"
"T1H9W4","RPRC000818-PA","Rhodnius prolixus STRINGdb"
"T1H9W7","RPRC000821-PA","Rhodnius prolixus STRINGdb"
"T1H9W8","RPRC000822-PA","Rhodnius prolixus STRINGdb"
"T1H9W9","RPRC000823-PA","Rhodnius prolixus STRINGdb"
"T1H9X0","RPRC000824-PA","Rhodnius prolixus STRINGdb"
"T1H9X1","RPRC000825-PA","Rhodnius prolixus STRINGdb"
"T1H9X2","RPRC000826-PA","Rhodnius prolixus STRINGdb"
"T1H9X3","RPRC000827-PA","Rhodnius prolixus STRINGdb"
"T1H9X5","RPRC000829-PA","Rhodnius prolixus STRINGdb"
"T1H9X6","RPRC000830-PA","Rhodnius prolixus STRINGdb"
"T1H9X7","RPRC000831-PA","Rhodnius prolixus STRINGdb"
"T1H9Y1","RPRC000835-PA","Rhodnius prolixus STRINGdb"
"T1H9Y2","RPRC000836-PA","Rhodnius prolixus STRINGdb"
"T1H9Y3","RPRC000837-PA","Rhodnius prolixus STRINGdb"
"T1H9Y5","RPRC000839-PA","Rhodnius prolixus STRINGdb"
"T1H9Y6","RPRC000840-PA","Rhodnius prolixus STRINGdb"
"T1H9Y7","RPRC000841-PA","Rhodnius prolixus STRINGdb"
"T1H9Z4","RPRC000848-PA","Rhodnius prolixus STRINGdb"
"T1H9Z7","RPRC000851-PA","Rhodnius prolixus STRINGdb"
"T1H9Z9","RPRC000853-PA","Rhodnius prolixus STRINGdb"
"T1HA03","RPRC000857-PA","Rhodnius prolixus STRINGdb"
"T1HA04","RPRC000858-PA","Rhodnius prolixus STRINGdb"
"T1HA05","RPRC000859-PA","Rhodnius prolixus STRINGdb"
"T1HA09","RPRC000863-PA","Rhodnius prolixus STRINGdb"
"T1HA10","RPRC000864-PA","Rhodnius prolixus STRINGdb"
"T1HA12","RPRC000866-PA","Rhodnius prolixus STRINGdb"
"T1HA14","RPRC000868-PA","Rhodnius prolixus STRINGdb"
"T1HA15","RPRC000869-PA","Rhodnius prolixus STRINGdb"
"T1HA16","RPRC000870-PA","Rhodnius prolixus STRINGdb"
"T1HA19","RPRC000873-PA","Rhodnius prolixus STRINGdb"
"T1HA20","RPRC000874-PA","Rhodnius prolixus STRINGdb"
"T1HA21","RPRC000875-PA","Rhodnius prolixus STRINGdb"
"T1HA25","RPRC000879-PA","Rhodnius prolixus STRINGdb"
"T1HA27","RPRC000881-PA","Rhodnius prolixus STRINGdb"
"T1HA29","RPRC000883-PA","Rhodnius prolixus STRINGdb"
"T1HA30","RPRC000884-PA","Rhodnius prolixus STRINGdb"
"T1HA32","RPRC000886-PA","Rhodnius prolixus STRINGdb"
"T1HA35","RPRC000889-PA","Rhodnius prolixus STRINGdb"
"T1HA36","RPRC000890-PA","Rhodnius prolixus STRINGdb"
"T1HA37","RPRC000891-PA","Rhodnius prolixus STRINGdb"
"T1HA39","RPRC000893-PA","Rhodnius prolixus STRINGdb"
"T1HA40","RPRC000667-PA","Rhodnius prolixus STRINGdb"
"T1HA42","RPRC000896-PA","Rhodnius prolixus STRINGdb"
"T1HA44","RPRC000898-PA","Rhodnius prolixus STRINGdb"
"T1HA47","RPRC000901-PA","Rhodnius prolixus STRINGdb"
"T1HA48","RPRC000902-PA","Rhodnius prolixus STRINGdb"
"T1HA50","RPRC000904-PA","Rhodnius prolixus STRINGdb"
"T1HA55","RPRC000909-PA","Rhodnius prolixus STRINGdb"
"T1HA59","RPRC000913-PA","Rhodnius prolixus STRINGdb"
"T1HA60","RPRC000914-PA","Rhodnius prolixus STRINGdb"
"T1HA61","RPRC000915-PA","Rhodnius prolixus STRINGdb"
"T1HA62","RPRC000916-PA","Rhodnius prolixus STRINGdb"
"T1HA63","RPRC000917-PA","Rhodnius prolixus STRINGdb"
"T1HA65","RPRC000919-PA","Rhodnius prolixus STRINGdb"
"T1HA67","RPRC000921-PA","Rhodnius prolixus STRINGdb"
"T1HA70","RPRC000924-PA","Rhodnius prolixus STRINGdb"
"T1HA75","RPRC000929-PA","Rhodnius prolixus STRINGdb"
"T1HA78","RPRC000933-PA","Rhodnius prolixus STRINGdb"
"T1HA81","RPRC000936-PA","Rhodnius prolixus STRINGdb"
"T1HA82","RPRC000937-PA","Rhodnius prolixus STRINGdb"
"T1HA85","RPRC000940-PA","Rhodnius prolixus STRINGdb"
"T1HA87","RPRC000943-PA","Rhodnius prolixus STRINGdb"
"T1HA88","RPRC000944-PA","Rhodnius prolixus STRINGdb"
"T1HA89","RPRC000945-PA","Rhodnius prolixus STRINGdb"
"T1HA91","RPRC000948-PA","Rhodnius prolixus STRINGdb"
"T1HA92","RPRC000949-PA","Rhodnius prolixus STRINGdb"
"T1HA93","RPRC000950-PA","Rhodnius prolixus STRINGdb"
"T1HA94","RPRC000951-PA","Rhodnius prolixus STRINGdb"
"T1HA97","RPRC000954-PA","Rhodnius prolixus STRINGdb"
"T1HAA1","RPRC000958-PA","Rhodnius prolixus STRINGdb"
"T1HAA2","RPRC000959-PA","Rhodnius prolixus STRINGdb"
"T1HAA3","RPRC000960-PA","Rhodnius prolixus STRINGdb"
"T1HAA4","RPRC000961-PA","Rhodnius prolixus STRINGdb"
"T1HAA5","RPRC000962-PA","Rhodnius prolixus STRINGdb"
"T1HAA6","RPRC000963-PA","Rhodnius prolixus STRINGdb"
"T1HAB3","RPRC000970-PA","Rhodnius prolixus STRINGdb"
"T1HAB4","RPRC000971-PA","Rhodnius prolixus STRINGdb"
"T1HAB5","RPRC000972-PA","Rhodnius prolixus STRINGdb"
"T1HAB6","RPRC000973-PA","Rhodnius prolixus STRINGdb"
"T1HAB9","RPRC000976-PA","Rhodnius prolixus STRINGdb"
"T1HAC5","RPRC000980-PA","Rhodnius prolixus STRINGdb"
"T1HAC9","RPRC000984-PA","Rhodnius prolixus STRINGdb"
"T1HAD1","RPRC000986-PA","Rhodnius prolixus STRINGdb"
"T1HAD2","RPRC000987-PA","Rhodnius prolixus STRINGdb"
"T1HAD3","RPRC000988-PA","Rhodnius prolixus STRINGdb"
"T1HAD4","RPRC000989-PA","Rhodnius prolixus STRINGdb"
"T1HAD6","RPRC000991-PA","Rhodnius prolixus STRINGdb"
"T1HAE1","RPRC000996-PA","Rhodnius prolixus STRINGdb"
"T1HAE4","RPRC000999-PA","Rhodnius prolixus STRINGdb"
"T1HAE5","RPRC001000-PA","Rhodnius prolixus STRINGdb"
"T1HAF0","RPRC001005-PA","Rhodnius prolixus STRINGdb"
"T1HAF1","RPRC001006-PA","Rhodnius prolixus STRINGdb"
"T1HAF6","RPRC001011-PA","Rhodnius prolixus STRINGdb"
"T1HAF8","RPRC001013-PA","Rhodnius prolixus STRINGdb"
"T1HAF9","RPRC001014-PA","Rhodnius prolixus STRINGdb"
"T1HAG0","RPRC001015-PA","Rhodnius prolixus STRINGdb"
"T1HAG1","RPRC001016-PA","Rhodnius prolixus STRINGdb"
"T1HAG4","RPRC001019-PA","Rhodnius prolixus STRINGdb"
"T1HAG5","RPRC001020-PA","Rhodnius prolixus STRINGdb"
"T1HAG8","RPRC001023-PA","Rhodnius prolixus STRINGdb"
"T1HAG9","RPRC001024-PA","Rhodnius prolixus STRINGdb"
"T1HAH1","RPRC001026-PA","Rhodnius prolixus STRINGdb"
"T1HAH4","RPRC001029-PA","Rhodnius prolixus STRINGdb"
"T1HAH5","RPRC001030-PA","Rhodnius prolixus STRINGdb"
"T1HAH8","RPRC001033-PA","Rhodnius prolixus STRINGdb"
"T1HAI1","RPRC001036-PA","Rhodnius prolixus STRINGdb"
"T1HAI8","RPRC001043-PA","Rhodnius prolixus STRINGdb"
"T1HAJ1","RPRC001046-PA","Rhodnius prolixus STRINGdb"
"T1HAJ8","RPRC001053-PA","Rhodnius prolixus STRINGdb"
"T1HAJ9","RPRC001054-PA","Rhodnius prolixus STRINGdb"
"T1HAK2","RPRC001057-PA","Rhodnius prolixus STRINGdb"
"T1HAK5","RPRC001060-PA","Rhodnius prolixus STRINGdb"
"T1HAK6","RPRC001061-PA","Rhodnius prolixus STRINGdb"
"T1HAK8","RPRC001063-PA","Rhodnius prolixus STRINGdb"
"T1HAL0","RPRC001065-PA","Rhodnius prolixus STRINGdb"
"T1HAL1","RPRC001066-PA","Rhodnius prolixus STRINGdb"
"T1HAL2","RPRC001067-PA","Rhodnius prolixus STRINGdb"
"T1HAL9","RPRC001074-PA","Rhodnius prolixus STRINGdb"
"T1HAM3","RPRC001078-PA","Rhodnius prolixus STRINGdb"
"T1HAM7","RPRC001082-PA","Rhodnius prolixus STRINGdb"
"T1HAM9","RPRC001084-PA","Rhodnius prolixus STRINGdb"
"T1HAN1","RPRC001086-PA","Rhodnius prolixus STRINGdb"
"T1HAN2","RPRC001087-PA","Rhodnius prolixus STRINGdb"
"T1HAN3","RPRC001088-PA","Rhodnius prolixus STRINGdb"
"T1HAN4","RPRC001089-PA","Rhodnius prolixus STRINGdb"
"T1HAN5","RPRC001090-PA","Rhodnius prolixus STRINGdb"
"T1HAN6","RPRC001091-PA","Rhodnius prolixus STRINGdb"
"T1HAN7","RPRC001092-PA","Rhodnius prolixus STRINGdb"
"T1HAP3","RPRC001098-PA","Rhodnius prolixus STRINGdb"
"T1HAP4","RPRC001099-PA","Rhodnius prolixus STRINGdb"
"T1HAP5","RPRC001100-PA","Rhodnius prolixus STRINGdb"
"T1HAP6","RPRC001101-PA","Rhodnius prolixus STRINGdb"
"T1HAP8","RPRC001103-PA","Rhodnius prolixus STRINGdb"
"T1HAP9","RPRC001104-PA","Rhodnius prolixus STRINGdb"
"T1HAQ4","RPRC001109-PA","Rhodnius prolixus STRINGdb"
"T1HAQ6","RPRC001111-PA","Rhodnius prolixus STRINGdb"
"T1HAQ8","RPRC001113-PA","Rhodnius prolixus STRINGdb"
"T1HAR3","RPRC001119-PA","Rhodnius prolixus STRINGdb"
"T1HAR4","RPRC001120-PA","Rhodnius prolixus STRINGdb"
"T1HAR5","RPRC001121-PA","Rhodnius prolixus STRINGdb"
"T1HAR6","RPRC001122-PA","Rhodnius prolixus STRINGdb"
"T1HAR7","RPRC001123-PA","Rhodnius prolixus STRINGdb"
"T1HAS0","RPRC001126-PA","Rhodnius prolixus STRINGdb"
"T1HAS1","RPRC001127-PA","Rhodnius prolixus STRINGdb"
"T1HAS3","RPRC001129-PA","Rhodnius prolixus STRINGdb"
"T1HAS7","RPRC001133-PA","Rhodnius prolixus STRINGdb"
"T1HAS9","RPRC001135-PA","Rhodnius prolixus STRINGdb"
"T1HAT6","RPRC001142-PA","Rhodnius prolixus STRINGdb"
"T1HAT7","RPRC001143-PA","Rhodnius prolixus STRINGdb"
"T1HAT9","RPRC001145-PA","Rhodnius prolixus STRINGdb"
"T1HAU1","RPRC001147-PA","Rhodnius prolixus STRINGdb"
"T1HAU2","RPRC001148-PA","Rhodnius prolixus STRINGdb"
"T1HAU5","RPRC001151-PA","Rhodnius prolixus STRINGdb"
"T1HAU8","RPRC001154-PA","Rhodnius prolixus STRINGdb"
"T1HAV1","RPRC001157-PA","Rhodnius prolixus STRINGdb"
"T1HAV2","RPRC001158-PA","Rhodnius prolixus STRINGdb"
"T1HAV3","RPRC001159-PA","Rhodnius prolixus STRINGdb"
"T1HAV6","RPRC001162-PA","Rhodnius prolixus STRINGdb"
"T1HAV8","RPRC001164-PA","Rhodnius prolixus STRINGdb"
"T1HAV9","RPRC001165-PA","Rhodnius prolixus STRINGdb"
"T1HAW0","RPRC001166-PA","Rhodnius prolixus STRINGdb"
"T1HAW3","RPRC001169-PA","Rhodnius prolixus STRINGdb"
"T1HAW7","RPRC001173-PA","Rhodnius prolixus STRINGdb"
"T1HAW8","RPRC001174-PA","Rhodnius prolixus STRINGdb"
"T1HAX1","RPRC001177-PA","Rhodnius prolixus STRINGdb"
"T1HAX3","RPRC001179-PA","Rhodnius prolixus STRINGdb"
"T1HAX4","RPRC001180-PA","Rhodnius prolixus STRINGdb"
"T1HAX5","RPRC001181-PA","Rhodnius prolixus STRINGdb"
"T1HAX9","RPRC001185-PA","Rhodnius prolixus STRINGdb"
"T1HAY1","RPRC001187-PA","Rhodnius prolixus STRINGdb"
