Transcript_ID	Taxon_ID
ENST00000190983	9606
ENST00000191018	9606
ENST00000191063	9606
ENST00000192314	9606
ENST00000192788	9606
ENST00000193322	9606
ENST00000193391	9606
ENST00000193403	9606
ENST00000194097	9606
ENST00000194118	9606
ENST00000194130	9606
ENST00000194152	9606
ENST00000194155	9606
ENST00000194214	9606
ENST00000194530	9606
ENST00000194672	9606
ENST00000194900	9606
ENST00000195173	9606
ENST00000195649	9606
ENST00000196061	9606
ENST00000196169	9606
ENST00000196371	9606
ENST00000196482	9606
ENST00000196489	9606
ENST00000196551	9606
ENST00000197268	9606
ENST00000198536	9606
ENST00000198767	9606
ENST00000198801	9606
ENST00000198939	9606
ENST00000199280	9606
ENST00000199320	9606
ENST00000199389	9606
ENST00000199447	9606
ENST00000199448	9606
ENST00000199706	9606
ENST00000199708	9606
ENST00000199764	9606
ENST00000199814	9606
ENST00000199936	9606
ENST00000199940	9606
ENST00000200135	9606
ENST00000200181	9606
ENST00000200453	9606
ENST00000200457	9606
ENST00000200557	9606
ENST00000200639	9606
ENST00000200652	9606
ENST00000200676	9606
ENST00000200691	9606
ENST00000201015	9606
ENST00000201031	9606
ENST00000201586	9606
ENST00000201647	9606
ENST00000201943	9606
ENST00000201961	9606
ENST00000201963	9606
ENST00000201979	9606
ENST00000202017	9606
ENST00000202028	9606
ENST00000202556	9606
ENST00000202625	9606
ENST00000202677	9606
ENST00000202773	9606
ENST00000202816	9606
ENST00000202831	9606
ENST00000202834	9606
ENST00000202917	9606
ENST00000202967	9606
ENST00000203001	9606
ENST00000203166	9606
ENST00000203407	9606
ENST00000203556	9606
ENST00000203629	9606
ENST00000203630	9606
ENST00000203664	9606
ENST00000204005	9606
ENST00000204517	9606
ENST00000204549	9606
ENST00000204566	9606
ENST00000204604	9606
ENST00000204637	9606
ENST00000204679	9606
ENST00000204726	9606
ENST00000204801	9606
ENST00000204961	9606
ENST00000205061	9606
ENST00000205135	9606
ENST00000205143	9606
ENST00000205194	9606
ENST00000205214	9606
ENST00000205386	9606
ENST00000205402	9606
ENST00000205557	9606
ENST00000205636	9606
ENST00000205948	9606
ENST00000206020	9606
ENST00000206249	9606
ENST00000206262	9606
ENST00000206380	9606
ENST00000206423	9606
ENST00000206446	9606
ENST00000206451	9606
ENST00000206474	9606
ENST00000206513	9606
ENST00000206542	9606
ENST00000206595	9606
ENST00000206765	9606
ENST00000207157	9606
ENST00000207457	9606
ENST00000207549	9606
ENST00000207636	9606
ENST00000207870	9606
ENST00000209540	9606
ENST00000209665	9606
ENST00000209668	9606
ENST00000209718	9606
ENST00000209728	9606
ENST00000209873	9606
ENST00000209875	9606
ENST00000209884	9606
ENST00000209929	9606
ENST00000210060	9606
ENST00000210187	9606
ENST00000210227	9606
ENST00000210313	9606
ENST00000210444	9606
ENST00000210633	9606
ENST00000211076	9606
ENST00000211122	9606
ENST00000211287	9606
ENST00000211314	9606
ENST00000211379	9606
ENST00000211413	9606
ENST00000211921	9606
ENST00000211936	9606
ENST00000211998	9606
ENST00000212015	9606
ENST00000212355	9606
ENST00000214869	9606
ENST00000215057	9606
ENST00000215061	9606
ENST00000215071	9606
ENST00000215095	9606
ENST00000215115	9606
ENST00000215368	9606
ENST00000215375	9606
ENST00000215473	9606
ENST00000215479	9606
ENST00000215530	9606
ENST00000215531	9606
ENST00000215539	9606
ENST00000215555	9606
ENST00000215565	9606
ENST00000215567	9606
ENST00000215570	9606
ENST00000215574	9606
ENST00000215582	9606
ENST00000215587	9606
ENST00000215631	9606
ENST00000215637	9606
ENST00000215659	9606
ENST00000215727	9606
ENST00000215730	9606
ENST00000215742	9606
ENST00000215743	9606
ENST00000215754	9606
ENST00000215770	9606
ENST00000215781	9606
ENST00000215790	9606
ENST00000215793	9606
ENST00000215794	9606
ENST00000215798	9606
ENST00000215812	9606
ENST00000215829	9606
ENST00000215832	9606
ENST00000215838	9606
ENST00000215855	9606
ENST00000215862	9606
ENST00000215882	9606
ENST00000215885	9606
ENST00000215886	9606
ENST00000215904	9606
ENST00000215906	9606
ENST00000215909	9606
ENST00000215912	9606
ENST00000215917	9606
ENST00000215919	9606
ENST00000215941	9606
ENST00000215956	9606
ENST00000215957	9606
ENST00000215980	9606
ENST00000216014	9606
ENST00000216024	9606
ENST00000216027	9606
ENST00000216029	9606
ENST00000216034	9606
ENST00000216036	9606
ENST00000216037	9606
ENST00000216038	9606
ENST00000216039	9606
ENST00000216044	9606
ENST00000216061	9606
ENST00000216068	9606
ENST00000216071	9606
ENST00000216075	9606
ENST00000216080	9606
ENST00000216083	9606
ENST00000216085	9606
ENST00000216099	9606
ENST00000216101	9606
ENST00000216106	9606
ENST00000216115	9606
ENST00000216117	9606
ENST00000216121	9606
ENST00000216122	9606
ENST00000216124	9606
ENST00000216127	9606
ENST00000216129	9606
ENST00000216133	9606
ENST00000216139	9606
ENST00000216144	9606
ENST00000216146	9606
ENST00000216155	9606
ENST00000216160	9606
ENST00000216177	9606
ENST00000216180	9606
ENST00000216181	9606
ENST00000216185	9606
ENST00000216187	9606
ENST00000216190	9606
ENST00000216194	9606
ENST00000216200	9606
ENST00000216211	9606
ENST00000216214	9606
ENST00000216218	9606
ENST00000216223	9606
ENST00000216225	9606
ENST00000216237	9606
ENST00000216241	9606
ENST00000216252	9606
ENST00000216254	9606
ENST00000216259	9606
ENST00000216264	9606
ENST00000216267	9606
ENST00000216268	9606
ENST00000216271	9606
ENST00000216274	9606
ENST00000216277	9606
ENST00000216281	9606
ENST00000216286	9606
ENST00000216288	9606
ENST00000216294	9606
ENST00000216297	9606
ENST00000216327	9606
ENST00000216330	9606
ENST00000216336	9606
ENST00000216338	9606
ENST00000216341	9606
ENST00000216350	9606
ENST00000216361	9606
ENST00000216366	9606
ENST00000216367	9606
ENST00000216373	9606
ENST00000216378	9606
ENST00000216392	9606
ENST00000216410	9606
ENST00000216416	9606
ENST00000216420	9606
ENST00000216442	9606
ENST00000216445	9606
ENST00000216446	9606
ENST00000216450	9606
ENST00000216452	9606
ENST00000216455	9606
ENST00000216456	9606
ENST00000216465	9606
ENST00000216468	9606
ENST00000216471	9606
ENST00000216479	9606
ENST00000216481	9606
ENST00000216484	9606
ENST00000216487	9606
ENST00000216489	9606
ENST00000216492	9606
ENST00000216500	9606
ENST00000216513	9606
ENST00000216517	9606
ENST00000216540	9606
ENST00000216554	9606
ENST00000216568	9606
ENST00000216602	9606
ENST00000216629	9606
ENST00000216639	9606
ENST00000216658	9606
ENST00000216714	9606
ENST00000216727	9606
ENST00000216733	9606
ENST00000216756	9606
ENST00000216774	9606
ENST00000216780	9606
ENST00000216797	9606
ENST00000216799	9606
ENST00000216802	9606
ENST00000216807	9606
ENST00000216832	9606
ENST00000216840	9606
ENST00000216862	9606
ENST00000216877	9606
ENST00000216879	9606
ENST00000216923	9606
ENST00000216927	9606
ENST00000216962	9606
ENST00000216968	9606
ENST00000217026	9606
ENST00000217043	9606
ENST00000217073	9606
ENST00000217074	9606
ENST00000217075	9606
ENST00000217086	9606
ENST00000217109	9606
ENST00000217121	9606
ENST00000217131	9606
ENST00000217133	9606
ENST00000217159	9606
ENST00000217162	9606
ENST00000217169	9606
ENST00000217173	9606
ENST00000217182	9606
ENST00000217185	9606
ENST00000217188	9606
ENST00000217195	9606
ENST00000217233	9606
ENST00000217244	9606
ENST00000217246	9606
ENST00000217254	9606
ENST00000217260	9606
ENST00000217270	9606
ENST00000217289	9606
ENST00000217305	9606
ENST00000217315	9606
ENST00000217320	9606
ENST00000217381	9606
ENST00000217386	9606
ENST00000217398	9606
ENST00000217402	9606
ENST00000217407	9606
ENST00000217420	9606
ENST00000217423	9606
ENST00000217425	9606
ENST00000217426	9606
ENST00000217428	9606
ENST00000217446	9606
ENST00000217455	9606
ENST00000217456	9606
ENST00000217515	9606
ENST00000217652	9606
ENST00000217740	9606
ENST00000217800	9606
ENST00000217885	9606
ENST00000217893	9606
ENST00000217901	9606
ENST00000217909	9606
ENST00000217926	9606
ENST00000217939	9606
ENST00000217957	9606
ENST00000217958	9606
ENST00000217961	9606
ENST00000217971	9606
ENST00000217999	9606
ENST00000218004	9606
ENST00000218006	9606
ENST00000218008	9606
ENST00000218032	9606
ENST00000218056	9606
ENST00000218068	9606
ENST00000218075	9606
ENST00000218089	9606
ENST00000218099	9606
ENST00000218104	9606
ENST00000218147	9606
ENST00000218176	9606
ENST00000218197	9606
ENST00000218200	9606
ENST00000218224	9606
ENST00000218230	9606
ENST00000218249	9606
ENST00000218316	9606
ENST00000218340	9606
ENST00000218348	9606
ENST00000218364	9606
ENST00000218388	9606
ENST00000218432	9606
ENST00000218436	9606
ENST00000218439	9606
ENST00000218516	9606
ENST00000218548	9606
ENST00000218652	9606
ENST00000218721	9606
ENST00000218758	9606
ENST00000218789	9606
ENST00000218867	9606
ENST00000218981	9606
ENST00000219022	9606
ENST00000219054	9606
ENST00000219066	9606
ENST00000219069	9606
ENST00000219070	9606
ENST00000219091	9606
ENST00000219097	9606
ENST00000219139	9606
ENST00000219150	9606
ENST00000219162	9606
ENST00000219168	9606
ENST00000219169	9606
ENST00000219197	9606
ENST00000219204	9606
ENST00000219207	9606
ENST00000219235	9606
ENST00000219240	9606
ENST00000219244	9606
ENST00000219251	9606
ENST00000219252	9606
ENST00000219255	9606
ENST00000219271	9606
ENST00000219281	9606
ENST00000219299	9606
ENST00000219301	9606
ENST00000219302	9606
ENST00000219313	9606
ENST00000219315	9606
ENST00000219320	9606
ENST00000219322	9606
ENST00000219334	9606
ENST00000219343	9606
ENST00000219345	9606
ENST00000219368	9606
ENST00000219400	9606
ENST00000219406	9606
ENST00000219409	9606
ENST00000219431	9606
ENST00000219439	9606
ENST00000219454	9606
ENST00000219473	9606
ENST00000219476	9606
ENST00000219478	9606
ENST00000219479	9606
ENST00000219481	9606
ENST00000219535	9606
ENST00000219542	9606
ENST00000219548	9606
ENST00000219551	9606
ENST00000219596	9606
ENST00000219599	9606
ENST00000219611	9606
ENST00000219660	9606
ENST00000219689	9606
ENST00000219700	9606
ENST00000219746	9606
ENST00000219782	9606
ENST00000219789	9606
ENST00000219794	9606
ENST00000219797	9606
ENST00000219821	9606
ENST00000219833	9606
ENST00000219837	9606
ENST00000219905	9606
ENST00000219919	9606
ENST00000220003	9606
ENST00000220058	9606
ENST00000220062	9606
ENST00000220166	9606
ENST00000220244	9606
ENST00000220325	9606
ENST00000220420	9606
ENST00000220429	9606
ENST00000220478	9606
ENST00000220496	9606
ENST00000220507	9606
ENST00000220509	9606
ENST00000220514	9606
ENST00000220531	9606
ENST00000220562	9606
ENST00000220584	9606
ENST00000220592	9606
ENST00000220597	9606
ENST00000220616	9606
ENST00000220659	9606
ENST00000220669	9606
ENST00000220676	9606
ENST00000220751	9606
ENST00000220763	9606
ENST00000220764	9606
ENST00000220772	9606
ENST00000220809	9606
ENST00000220812	9606
ENST00000220822	9606
ENST00000220847	9606
ENST00000220849	9606
ENST00000220853	9606
ENST00000220856	9606
ENST00000220876	9606
ENST00000220888	9606
ENST00000220913	9606
ENST00000220931	9606
ENST00000220940	9606
ENST00000220959	9606
ENST00000220966	9606
ENST00000221086	9606
ENST00000221114	9606
ENST00000221130	9606
ENST00000221132	9606
ENST00000221138	9606
ENST00000221166	9606
ENST00000221200	9606
ENST00000221222	9606
ENST00000221232	9606
ENST00000221233	9606
ENST00000221249	9606
ENST00000221264	9606
ENST00000221265	9606
ENST00000221283	9606
ENST00000221307	9606
ENST00000221315	9606
ENST00000221327	9606
ENST00000221355	9606
ENST00000221363	9606
ENST00000221399	9606
ENST00000221403	9606
ENST00000221413	9606
ENST00000221418	9606
ENST00000221419	9606
ENST00000221431	9606
ENST00000221444	9606
ENST00000221448	9606
ENST00000221452	9606
ENST00000221455	9606
ENST00000221459	9606
ENST00000221462	9606
ENST00000221466	9606
ENST00000221476	9606
ENST00000221480	9606
ENST00000221485	9606
ENST00000221486	9606
ENST00000221494	9606
ENST00000221496	9606
ENST00000221498	9606
ENST00000221504	9606
ENST00000221515	9606
ENST00000221538	9606
ENST00000221543	9606
ENST00000221554	9606
ENST00000221561	9606
ENST00000221566	9606
ENST00000221573	9606
ENST00000221576	9606
ENST00000221665	9606
ENST00000221671	9606
ENST00000221700	9606
ENST00000221730	9606
ENST00000221735	9606
ENST00000221742	9606
ENST00000221770	9606
ENST00000221784	9606
ENST00000221797	9606
ENST00000221801	9606
ENST00000221804	9606
ENST00000221818	9606
ENST00000221847	9606
ENST00000221855	9606
ENST00000221856	9606
ENST00000221859	9606
ENST00000221891	9606
ENST00000221899	9606
ENST00000221922	9606
ENST00000221930	9606
ENST00000221943	9606
ENST00000221954	9606
ENST00000221957	9606
ENST00000221972	9606
ENST00000221973	9606
ENST00000221975	9606
ENST00000221978	9606
ENST00000221980	9606
ENST00000221992	9606
ENST00000221996	9606
ENST00000222002	9606
ENST00000222005	9606
ENST00000222008	9606
ENST00000222032	9606
ENST00000222033	9606
ENST00000222115	9606
ENST00000222120	9606
ENST00000222122	9606
ENST00000222139	9606
ENST00000222145	9606
ENST00000222157	9606
ENST00000222190	9606
ENST00000222212	9606
ENST00000222214	9606
ENST00000222219	9606
ENST00000222224	9606
ENST00000222247	9606
ENST00000222248	9606
ENST00000222249	9606
ENST00000222250	9606
ENST00000222254	9606
ENST00000222256	9606
ENST00000222266	9606
ENST00000222271	9606
ENST00000222275	9606
ENST00000222284	9606
ENST00000222286	9606
ENST00000222304	9606
ENST00000222305	9606
ENST00000222307	9606
ENST00000222308	9606
ENST00000222329	9606
ENST00000222330	9606
ENST00000222339	9606
ENST00000222345	9606
ENST00000222374	9606
ENST00000222381	9606
ENST00000222382	9606
ENST00000222388	9606
ENST00000222390	9606
ENST00000222399	9606
ENST00000222402	9606
ENST00000222462	9606
ENST00000222481	9606
ENST00000222482	9606
ENST00000222511	9606
ENST00000222543	9606
ENST00000222547	9606
ENST00000222553	9606
ENST00000222567	9606
ENST00000222572	9606
ENST00000222573	9606
ENST00000222574	9606
ENST00000222584	9606
ENST00000222597	9606
ENST00000222644	9606
ENST00000222673	9606
ENST00000222674	9606
ENST00000222690	9606
ENST00000222693	9606
ENST00000222718	9606
ENST00000222725	9606
ENST00000222726	9606
ENST00000222728	9606
ENST00000222747	9606
ENST00000222761	9606
ENST00000222792	9606
ENST00000222800	9606
ENST00000222803	9606
ENST00000222812	9606
ENST00000222823	9606
ENST00000222902	9606
ENST00000222969	9606
ENST00000222982	9606
ENST00000222990	9606
ENST00000223023	9606
ENST00000223026	9606
ENST00000223028	9606
ENST00000223029	9606
ENST00000223051	9606
ENST00000223054	9606
ENST00000223061	9606
ENST00000223073	9606
ENST00000223084	9606
ENST00000223095	9606
ENST00000223114	9606
ENST00000223122	9606
ENST00000223127	9606
ENST00000223129	9606
ENST00000223136	9606
ENST00000223145	9606
ENST00000223167	9606
ENST00000223190	9606
ENST00000223208	9606
ENST00000223210	9606
ENST00000223215	9606
ENST00000223271	9606
ENST00000223273	9606
ENST00000223293	9606
ENST00000223321	9606
ENST00000223324	9606
ENST00000223336	9606
ENST00000223357	9606
ENST00000223361	9606
ENST00000223364	9606
ENST00000223368	9606
ENST00000223369	9606
ENST00000223398	9606
ENST00000223423	9606
ENST00000223428	9606
ENST00000223459	9606
ENST00000223500	9606
ENST00000223528	9606
ENST00000223609	9606
ENST00000223641	9606
ENST00000223642	9606
ENST00000223791	9606
ENST00000223795	9606
ENST00000223836	9606
ENST00000223862	9606
ENST00000223864	9606
ENST00000223865	9606
ENST00000223951	9606
ENST00000224073	9606
ENST00000224140	9606
ENST00000224237	9606
ENST00000224337	9606
ENST00000224356	9606
ENST00000224652	9606
ENST00000224721	9606
ENST00000224756	9606
ENST00000224784	9606
ENST00000224807	9606
ENST00000224949	9606
ENST00000224950	9606
ENST00000225171	9606
ENST00000225174	9606
ENST00000225235	9606
ENST00000225275	9606
ENST00000225276	9606
ENST00000225296	9606
ENST00000225298	9606
ENST00000225308	9606
ENST00000225328	9606
ENST00000225371	9606
ENST00000225387	9606
ENST00000225388	9606
ENST00000225394	9606
ENST00000225430	9606
ENST00000225441	9606
ENST00000225474	9606
ENST00000225504	9606
ENST00000225512	9606
ENST00000225519	9606
ENST00000225525	9606
ENST00000225538	9606
ENST00000225550	9606
ENST00000225567	9606
ENST00000225573	9606
ENST00000225576	9606
ENST00000225577	9606
ENST00000225603	9606
ENST00000225609	9606
ENST00000225614	9606
ENST00000225648	9606
ENST00000225655	9606
ENST00000225665	9606
ENST00000225688	9606
ENST00000225696	9606
ENST00000225698	9606
ENST00000225719	9606
ENST00000225724	9606
ENST00000225726	9606
ENST00000225728	9606
ENST00000225729	9606
ENST00000225737	9606
ENST00000225740	9606
ENST00000225742	9606
ENST00000225777	9606
ENST00000225792	9606
ENST00000225805	9606
ENST00000225823	9606
ENST00000225831	9606
ENST00000225842	9606
ENST00000225844	9606
ENST00000225873	9606
ENST00000225899	9606
ENST00000225916	9606
ENST00000225927	9606
ENST00000225929	9606
ENST00000225941	9606
ENST00000225964	9606
ENST00000225969	9606
ENST00000225972	9606
ENST00000225983	9606
ENST00000225992	9606
ENST00000226004	9606
ENST00000226021	9606
ENST00000226067	9606
ENST00000226091	9606
ENST00000226105	9606
ENST00000226193	9606
ENST00000226207	9606
ENST00000226218	9606
ENST00000226225	9606
ENST00000226230	9606
ENST00000226247	9606
ENST00000226253	9606
ENST00000226279	9606
ENST00000226284	9606
ENST00000226299	9606
ENST00000226317	9606
ENST00000226319	9606
ENST00000226328	9606
ENST00000226355	9606
ENST00000226359	9606
ENST00000226382	9606
ENST00000226413	9606
ENST00000226432	9606
ENST00000226444	9606
ENST00000226460	9606
ENST00000226522	9606
ENST00000226524	9606
ENST00000226574	9606
ENST00000226725	9606
ENST00000226730	9606
ENST00000226760	9606
ENST00000226796	9606
ENST00000226798	9606
ENST00000226951	9606
ENST00000227065	9606
ENST00000227135	9606
ENST00000227155	9606
ENST00000227157	9606
ENST00000227163	9606
ENST00000227214	9606
ENST00000227251	9606
ENST00000227266	9606
ENST00000227322	9606
ENST00000227348	9606
ENST00000227349	9606
ENST00000227378	9606
ENST00000227451	9606
ENST00000227471	9606
ENST00000227474	9606
ENST00000227495	9606
ENST00000227503	9606
ENST00000227507	9606
ENST00000227520	9606
ENST00000227524	9606
ENST00000227525	9606
ENST00000227618	9606
ENST00000227638	9606
ENST00000227665	9606
ENST00000227667	9606
ENST00000227752	9606
ENST00000227756	9606
ENST00000227758	9606
ENST00000227868	9606
ENST00000227880	9606
ENST00000227918	9606
ENST00000228027	9606
ENST00000228136	9606
ENST00000228140	9606
ENST00000228226	9606
ENST00000228251	9606
ENST00000228264	9606
ENST00000228284	9606
ENST00000228289	9606
ENST00000228306	9606
ENST00000228307	9606
ENST00000228318	9606
ENST00000228347	9606
ENST00000228425	9606
ENST00000228434	9606
ENST00000228437	9606
ENST00000228438	9606
ENST00000228463	9606
ENST00000228468	9606
ENST00000228476	9606
ENST00000228495	9606
ENST00000228506	9606
ENST00000228510	9606
ENST00000228515	9606
ENST00000228534	9606
ENST00000228567	9606
ENST00000228606	9606
ENST00000228641	9606
ENST00000228644	9606
ENST00000228682	9606
ENST00000228705	9606
ENST00000228740	9606
ENST00000228741	9606
ENST00000228799	9606
ENST00000228811	9606
ENST00000228820	9606
ENST00000228825	9606
ENST00000228827	9606
ENST00000228837	9606
ENST00000228841	9606
ENST00000228843	9606
ENST00000228850	9606
ENST00000228862	9606
ENST00000228865	9606
ENST00000228872	9606
ENST00000228887	9606
ENST00000228916	9606
ENST00000228918	9606
ENST00000228922	9606
ENST00000228928	9606
ENST00000228936	9606
ENST00000228938	9606
ENST00000228945	9606
ENST00000228955	9606
ENST00000229002	9606
ENST00000229003	9606
ENST00000229022	9606
ENST00000229030	9606
ENST00000229134	9606
ENST00000229135	9606
ENST00000229179	9606
ENST00000229195	9606
ENST00000229201	9606
ENST00000229214	9606
ENST00000229238	9606
ENST00000229239	9606
ENST00000229243	9606
ENST00000229251	9606
ENST00000229264	9606
ENST00000229265	9606
ENST00000229266	9606
ENST00000229268	9606
ENST00000229270	9606
ENST00000229277	9606
ENST00000229281	9606
ENST00000229304	9606
ENST00000229307	9606
ENST00000229314	9606
ENST00000229328	9606
ENST00000229329	9606
ENST00000229330	9606
ENST00000229332	9606
ENST00000229335	9606
ENST00000229340	9606
ENST00000229379	9606
ENST00000229384	9606
ENST00000229387	9606
ENST00000229390	9606
ENST00000229395	9606
ENST00000229402	9606
ENST00000229405	9606
ENST00000229447	9606
ENST00000229471	9606
ENST00000229554	9606
ENST00000229563	9606
ENST00000229570	9606
ENST00000229583	9606
ENST00000229595	9606
ENST00000229633	9606
ENST00000229634	9606
ENST00000229708	9606
ENST00000229729	9606
ENST00000229758	9606
ENST00000229768	9606
ENST00000229769	9606
ENST00000229771	9606
ENST00000229794	9606
ENST00000229795	9606
ENST00000229810	9606
ENST00000229812	9606
ENST00000229829	9606
ENST00000229854	9606
ENST00000229866	9606
ENST00000229903	9606
ENST00000229913	9606
ENST00000229922	9606
ENST00000229955	9606
ENST00000229971	9606
ENST00000230036	9606
ENST00000230048	9606
ENST00000230050	9606
ENST00000230053	9606
ENST00000230056	9606
ENST00000230085	9606
ENST00000230122	9606
